"Year","City","Sport","Discipline","Athlete","Country","Gender","Event","Medal"
1924,"Paris","Athletics","Athletics","PADDOCK, Charles","USA","Men","200M","Silver"
1924,"Paris","Athletics","Athletics","BONTEMPS, Paul","FRA","Men","3000M Steeplechase","Bronze"
1924,"Paris","Athletics","Athletics","RITOLA, Ville","FIN","Men","3000M Steeplechase","Gold"
1924,"Paris","Athletics","Athletics","KATZ, Elias","FIN","Men","3000M Steeplechase","Silver"
1924,"Paris","Athletics","Athletics","CONNOLLY, James","USA","Men","3000M Team","Bronze"
1924,"Paris","Athletics","Athletics","COX, William","USA","Men","3000M Team","Bronze"
1924,"Paris","Athletics","Athletics","KIRBY, Edward","USA","Men","3000M Team","Bronze"
1924,"Paris","Athletics","Athletics","LARRIVEE, Leo","USA","Men","3000M Team","Bronze"
1924,"Paris","Athletics","Athletics","RAY, Joseph","USA","Men","3000M Team","Bronze"
1924,"Paris","Athletics","Athletics","TIBBETTS, Willard","USA","Men","3000M Team","Bronze"
1924,"Paris","Athletics","Athletics","KATZ, Elias","FIN","Men","3000M Team","Gold"
1924,"Paris","Athletics","Athletics","LIEWENDHAL, Frej","FIN","Men","3000M Team","Gold"
1924,"Paris","Athletics","Athletics","NURMI, Paavo","FIN","Men","3000M Team","Gold"
1924,"Paris","Athletics","Athletics","RITOLA, Ville","FIN","Men","3000M Team","Gold"
1924,"Paris","Athletics","Athletics","SEPPÄLÄ, Eino","FIN","Men","3000M Team","Gold"
1924,"Paris","Athletics","Athletics","TALJA, S.","FIN","Men","3000M Team","Gold"
1924,"Paris","Athletics","Athletics","CLARK, Arthur","GBR","Men","3000M Team","Silver"
1924,"Paris","Athletics","Athletics","MACDONALD, Bernard","GBR","Men","3000M Team","Silver"
1924,"Paris","Athletics","Athletics","PORTER, Walter Harold","GBR","Men","3000M Team","Silver"
1924,"Paris","Athletics","Athletics","SEAGROVE, William Raymond","GBR","Men","3000M Team","Silver"
1924,"Paris","Athletics","Athletics","WEBBER, George J.","GBR","Men","3000M Team","Silver"
1924,"Paris","Athletics","Athletics","BUTLER, Guy Montagu","GBR","Men","400M","Bronze"
1924,"Paris","Athletics","Athletics","LIDDELL, Eric Henry","GBR","Men","400M","Gold"
1924,"Paris","Athletics","Athletics","FITCH, Horatio","USA","Men","400M","Silver"
1924,"Paris","Athletics","Athletics","RILEY, Ivan","USA","Men","400M Hurdles","Bronze"
1924,"Paris","Athletics","Athletics","TAYLOR, Frederick Morgan","USA","Men","400M Hurdles","Gold"
1924,"Paris","Athletics","Athletics","VILEN, Erik Vilhelm","FIN","Men","400M Hurdles","Silver"
1924,"Paris","Athletics","Athletics","BOOT, Jacobus","NED","Men","4X100M Relay","Bronze"
1924,"Paris","Athletics","Athletics","BROOS, Henricus Adrianus","NED","Men","4X100M Relay","Bronze"
1924,"Paris","Athletics","Athletics","DE VRIES, Jan Cornelis","NED","Men","4X100M Relay","Bronze"
1924,"Paris","Athletics","Athletics","VAN DEN BERGE, Marinus","NED","Men","4X100M Relay","Bronze"
1924,"Paris","Athletics","Athletics","CLARKE, Louis Alfred","USA","Men","4X100M Relay","Gold"
1924,"Paris","Athletics","Athletics","HUSSEY, Francis","USA","Men","4X100M Relay","Gold"
1924,"Paris","Athletics","Athletics","LECONEY, Jeremiah Alfred","USA","Men","4X100M Relay","Gold"
1924,"Paris","Athletics","Athletics","MURCHISON, Loren","USA","Men","4X100M Relay","Gold"
1924,"Paris","Athletics","Athletics","ABRAHAMS, Harold","GBR","Men","4X100M Relay","Silver"
1924,"Paris","Athletics","Athletics","NICHOL, William Peter","GBR","Men","4X100M Relay","Silver"
1924,"Paris","Athletics","Athletics","RANGELEY, Walter","GBR","Men","4X100M Relay","Silver"
1924,"Paris","Athletics","Athletics","ROYLE, Lancelot Carrington","GBR","Men","4X100M Relay","Silver"
1924,"Paris","Athletics","Athletics","BUTLER, Guy Montagu","GBR","Men","4X400M Relay","Bronze"
1924,"Paris","Athletics","Athletics","RENWICK, George Russell","GBR","Men","4X400M Relay","Bronze"
1924,"Paris","Athletics","Athletics","RIPLEY, Richard N.","GBR","Men","4X400M Relay","Bronze"
1924,"Paris","Athletics","Athletics","TOMS, Edward James","GBR","Men","4X400M Relay","Bronze"
1924,"Paris","Athletics","Athletics","COCHRANE, Commodore","USA","Men","4X400M Relay","Gold"
1924,"Paris","Athletics","Athletics","HELFFRICH, Alan","USA","Men","4X400M Relay","Gold"
1924,"Paris","Athletics","Athletics","MACDONALD, J. Oliver","USA","Men","4X400M Relay","Gold"
1924,"Paris","Athletics","Athletics","STEPHENSON, William","USA","Men","4X400M Relay","Gold"
1924,"Paris","Athletics","Athletics","BYLEHN, Erik","SWE","Men","4X400M Relay","Silver"
1924,"Paris","Athletics","Athletics","ENGDAHL, Nils","SWE","Men","4X400M Relay","Silver"
1924,"Paris","Athletics","Athletics","SVENSSON, Arthur","SWE","Men","4X400M Relay","Silver"
1924,"Paris","Athletics","Athletics","WEIJNARTH, Gustaf","SWE","Men","4X400M Relay","Silver"
1924,"Paris","Athletics","Athletics","WIDE, Edvin","SWE","Men","5000M","Bronze"
1924,"Paris","Athletics","Athletics","NURMI, Paavo","FIN","Men","5000M","Gold"
1924,"Paris","Athletics","Athletics","RITOLA, Ville","FIN","Men","5000M","Silver"
1924,"Paris","Athletics","Athletics","ENCK, Schuyler","USA","Men","800M","Bronze"
1924,"Paris","Athletics","Athletics","LOWE, Douglas Gordon","GBR","Men","800M","Gold"
1924,"Paris","Athletics","Athletics","MARTIN, Paul","SUI","Men","800M","Silver"
1924,"Paris","Athletics","Athletics","JOHNSON, Richard Earl","USA","Men","Cross Country Individual","Bronze"
1924,"Paris","Athletics","Athletics","NURMI, Paavo","FIN","Men","Cross Country Individual","Gold"
1924,"Paris","Athletics","Athletics","RITOLA, Ville","FIN","Men","Cross Country Individual","Silver"
1924,"Paris","Athletics","Athletics","DOLQUES, L. Lucien","FRA","Men","Cross Country Team","Bronze"
1924,"Paris","Athletics","Athletics","HEUET, Gaston","FRA","Men","Cross Country Team","Bronze"
1924,"Paris","Athletics","Athletics","LAUSEIG, André","FRA","Men","Cross Country Team","Bronze"
1924,"Paris","Athletics","Athletics","LAUVAUX, Henri","FRA","Men","Cross Country Team","Bronze"
1924,"Paris","Athletics","Athletics","MARCHAL, Robert","FRA","Men","Cross Country Team","Bronze"
1924,"Paris","Athletics","Athletics","NORLAND, Maurice","FRA","Men","Cross Country Team","Bronze"
1924,"Paris","Athletics","Athletics","BERG, Eero","FIN","Men","Cross Country Team","Gold"
1924,"Paris","Athletics","Athletics","LIIMATAINEN, Heikki","FIN","Men","Cross Country Team","Gold"
1924,"Paris","Athletics","Athletics","NURMI, Paavo","FIN","Men","Cross Country Team","Gold"
1924,"Paris","Athletics","Athletics","RASTAS, Eino","FIN","Men","Cross Country Team","Gold"
1924,"Paris","Athletics","Athletics","RITOLA, Ville","FIN","Men","Cross Country Team","Gold"
1924,"Paris","Athletics","Athletics","SIPILÄ, Väinö Jeremias","FIN","Men","Cross Country Team","Gold"
1924,"Paris","Athletics","Athletics","BOOTH, Verne Hobson","USA","Men","Cross Country Team","Silver"
1924,"Paris","Athletics","Athletics","FAGER, August","USA","Men","Cross Country Team","Silver"
1924,"Paris","Athletics","Athletics","GRAY, John","USA","Men","Cross Country Team","Silver"
1924,"Paris","Athletics","Athletics","HENIGAN, James","USA","Men","Cross Country Team","Silver"
1924,"Paris","Athletics","Athletics","JOHNSON, Richard Earl","USA","Men","Cross Country Team","Silver"
1924,"Paris","Athletics","Athletics","STUDENROTH, Arthur","USA","Men","Cross Country Team","Silver"
1924,"Paris","Athletics","Athletics","KLUMBERG-KOLMPERE, Alexander","EST","Men","Decathlon","Bronze"
1924,"Paris","Athletics","Athletics","OSBORN, Harold Marion","USA","Men","Decathlon","Gold"
1924,"Paris","Athletics","Athletics","NORTON, Emerson","USA","Men","Decathlon","Silver"
1924,"Paris","Athletics","Athletics","LIEB, Thomas John","USA","Men","Discus Throw","Bronze"
1924,"Paris","Athletics","Athletics","HOUSER, Lemuel Clarence","USA","Men","Discus Throw","Gold"
1924,"Paris","Athletics","Athletics","NIITTYMAA, Vilho Aleksander","FIN","Men","Discus Throw","Silver"
1924,"Paris","Athletics","Athletics","NOKES, Malcolm Cuthbert","GBR","Men","Hammer Throw","Bronze"
1924,"Paris","Athletics","Athletics","TOOTELL, Frederick Delmont","USA","Men","Hammer Throw","Gold"
1924,"Paris","Athletics","Athletics","MCGRATH, Matthew J.","USA","Men","Hammer Throw","Silver"
1924,"Paris","Athletics","Athletics","LEWDEN, Pierre","FRA","Men","High Jump","Bronze"
1924,"Paris","Athletics","Athletics","OSBORN, Harold Marion","USA","Men","High Jump","Gold"
1924,"Paris","Athletics","Athletics","BROWN, Leroy Taylor","USA","Men","High Jump","Silver"
1924,"Paris","Athletics","Athletics","OBERST, Eugene","USA","Men","Javelin Throw","Bronze"
1924,"Paris","Athletics","Athletics","MYYRÄ, Jonni","FIN","Men","Javelin Throw","Gold"
1924,"Paris","Athletics","Athletics","LINDSTRÖM, Gunnar","SWE","Men","Javelin Throw","Silver"
1924,"Paris","Athletics","Athletics","HANSEN, Sverre","NOR","Men","Long Jump","Bronze"
1924,"Paris","Athletics","Athletics","HUBBARD, William De Hart","USA","Men","Long Jump","Gold"
1924,"Paris","Athletics","Athletics","GOURDIN, Edward Orval","USA","Men","Long Jump","Silver"
1924,"Paris","Athletics","Athletics","DE MAR, Clarence Harrison","USA","Men","Marathon","Bronze"
1924,"Paris","Athletics","Athletics","STENROOS, Albin Oskar","FIN","Men","Marathon","Gold"
1924,"Paris","Athletics","Athletics","BERTINI, Romeo","ITA","Men","Marathon","Silver"
1924,"Paris","Athletics","Athletics","LE GENDRE, Robert Lucien","USA","Men","Pentathlon","Bronze"
1924,"Paris","Athletics","Athletics","LEHTONEN, Eero Reino","FIN","Men","Pentathlon","Gold"
1924,"Paris","Athletics","Athletics","SOMFAY, Elemer","HUN","Men","Pentathlon","Silver"
1924,"Paris","Athletics","Athletics","BROOKER, James K.","USA","Men","Pole Vault","Bronze"
1924,"Paris","Athletics","Athletics","BARNES, Lee","USA","Men","Pole Vault","Gold"
1924,"Paris","Athletics","Athletics","GRAHAM, Glenn","USA","Men","Pole Vault","Silver"
1924,"Paris","Athletics","Athletics","HILLS, Ralph Gorman","USA","Men","Shot Put","Bronze"
1924,"Paris","Athletics","Athletics","HOUSER, Lemuel Clarence","USA","Men","Shot Put","Gold"
1924,"Paris","Athletics","Athletics","HARTRANFT, Glenn","USA","Men","Shot Put","Silver"
1924,"Paris","Athletics","Athletics","TUULOS, Vilho Immanuel","FIN","Men","Triple Jump","Bronze"
1924,"Paris","Athletics","Athletics","WINTER, Anthony William","AUS","Men","Triple Jump","Gold"
1924,"Paris","Athletics","Athletics","BRUNETO, Luis","ARG","Men","Triple Jump","Silver"
1928,"Amsterdam","Athletics","Athletics","WIDE, Edvin","SWE","Men","10000M","Bronze"
1928,"Amsterdam","Athletics","Athletics","NURMI, Paavo","FIN","Men","10000M","Gold"
1928,"Amsterdam","Athletics","Athletics","RITOLA, Ville","FIN","Men","10000M","Silver"
1928,"Amsterdam","Athletics","Athletics","LAMMERS, Georg","GER","Men","100M","Bronze"
1928,"Amsterdam","Athletics","Athletics","WILLIAMS, Percy","CAN","Men","100M","Gold"
1928,"Amsterdam","Athletics","Athletics","LONDON, John Edward","GBR","Men","100M","Silver"
1928,"Amsterdam","Athletics","Athletics","SMITH, Ethel M.","CAN","Women","100M","Bronze"
1928,"Amsterdam","Athletics","Athletics","ROBINSON, Elizabeth","USA","Women","100M","Gold"
1928,"Amsterdam","Athletics","Athletics","ROSENFELD, Fanny","CAN","Women","100M","Silver"
1928,"Amsterdam","Athletics","Athletics","COLLIER, John","USA","Men","110M Hurdles","Bronze"
1928,"Amsterdam","Athletics","Athletics","ATKINSON, Sidney","RSA","Men","110M Hurdles","Gold"
1928,"Amsterdam","Athletics","Athletics","ANDERSON, Stephen","USA","Men","110M Hurdles","Silver"
1928,"Amsterdam","Athletics","Athletics","PURJE, Eino Alfred","FIN","Men","1500M","Bronze"
1928,"Amsterdam","Athletics","Athletics","LARVA, Harri Edvin","FIN","Men","1500M","Gold"
1928,"Amsterdam","Athletics","Athletics","LADOUMEGUE, Jules","FRA","Men","1500M","Silver"
1928,"Amsterdam","Athletics","Athletics","KÖRNIG, Helmuth","GER","Men","200M","Bronze"
1928,"Amsterdam","Athletics","Athletics","WILLIAMS, Percy","CAN","Men","200M","Gold"
1928,"Amsterdam","Athletics","Athletics","RANGELEY, Walter","GBR","Men","200M","Silver"
1928,"Amsterdam","Athletics","Athletics","ANDERSEN, Ove","FIN","Men","3000M Steeplechase","Bronze"
1928,"Amsterdam","Athletics","Athletics","LOUKOLA, Toivo Aarne","FIN","Men","3000M Steeplechase","Gold"
1928,"Amsterdam","Athletics","Athletics","NURMI, Paavo","FIN","Men","3000M Steeplechase","Silver"
1928,"Amsterdam","Athletics","Athletics","BÜCHNER, Joachim","GER","Men","400M","Bronze"
1928,"Amsterdam","Athletics","Athletics","BARBUTI, Raymond James","USA","Men","400M","Gold"
1928,"Amsterdam","Athletics","Athletics","BALL, James A.","CAN","Men","400M","Silver"
1928,"Amsterdam","Athletics","Athletics","TAYLOR, Frederick Morgan","USA","Men","400M Hurdles","Bronze"
1928,"Amsterdam","Athletics","Athletics","BURGHLEY, David George","GBR","Men","400M Hurdles","Gold"
1928,"Amsterdam","Athletics","Athletics","CUHEL, Frank Josef","USA","Men","400M Hurdles","Silver"
1928,"Amsterdam","Athletics","Athletics","GILL, Cyril William","GBR","Men","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","LONDON, John Edward","GBR","Men","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","RANGELEY, Walter","GBR","Men","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","SMOUHA, Edward Ralph","GBR","Men","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","BORAH, Charles Edward","USA","Men","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","QUINN, James F.","USA","Men","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","RUSSELL, Henry Argue","USA","Men","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","WYKOFF, Frank Clifford","USA","Men","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","CORTS, Richard","GER","Men","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","HOUBEN, Hubert","GER","Men","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","KÖRNIG, Helmuth","GER","Men","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","LAMMERS, Georg","GER","Men","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","HOLDMANN, Anny","GER","Women","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","JUNKER, Helene","GER","Women","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","KELLNER, Rose","GER","Women","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","SCHMIDT, Helene ""Leni""","GER","Women","4X100M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","COOK, Myrtle Alice","CAN","Women","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","ROSENFELD, Fanny","CAN","Women","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","SMITH, Ethel M.","CAN","Women","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","THOMPSON, Jean","CAN","Women","4X100M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","CROSS, Jessica West","USA","Women","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","MCNEIL, Loretta T.","USA","Women","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","ROBINSON, Elizabeth","USA","Women","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","WASHBURN, Mary T.","USA","Women","4X100M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","BALL, James A.","CAN","Men","4X400M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","EDWARDS, Philip","CAN","Men","4X400M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","GLOVER, Stanley","CAN","Men","4X400M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","WILSON, Alexander S.","CAN","Men","4X400M Relay","Bronze"
1928,"Amsterdam","Athletics","Athletics","ALDERMAN, Frederick Pitt","USA","Men","4X400M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","BAIRD, George Hetzel","USA","Men","4X400M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","BARBUTI, Raymond James","USA","Men","4X400M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","SPENCER, Emerson Lane","USA","Men","4X400M Relay","Gold"
1928,"Amsterdam","Athletics","Athletics","ENGELHARD, Hermann","GER","Men","4X400M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","KREBS, Richard","GER","Men","4X400M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","NEUMANN, Otto","GER","Men","4X400M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","STORZ, Harry","GER","Men","4X400M Relay","Silver"
1928,"Amsterdam","Athletics","Athletics","WIDE, Edvin","SWE","Men","5000M","Bronze"
1928,"Amsterdam","Athletics","Athletics","RITOLA, Ville","FIN","Men","5000M","Gold"
1928,"Amsterdam","Athletics","Athletics","NURMI, Paavo","FIN","Men","5000M","Silver"
1928,"Amsterdam","Athletics","Athletics","ENGELHARD, Hermann","GER","Men","800M","Bronze"
1928,"Amsterdam","Athletics","Athletics","LOWE, Douglas Gordon","GBR","Men","800M","Gold"
1928,"Amsterdam","Athletics","Athletics","BYLEHN, Erik","SWE","Men","800M","Silver"
1928,"Amsterdam","Athletics","Athletics","GENTZEL, Inga K.","SWE","Women","800M","Bronze"
1928,"Amsterdam","Athletics","Athletics","RADKE, Karoline ""Lina""","GER","Women","800M","Gold"
1928,"Amsterdam","Athletics","Athletics","HITOMI, Kinue","JPN","Women","800M","Silver"
1928,"Amsterdam","Athletics","Athletics","DOHERTY, John Kenneth","USA","Men","Decathlon","Bronze"
1928,"Amsterdam","Athletics","Athletics","YRJÖLÄ, Paavo Ilmari","FIN","Men","Decathlon","Gold"
1928,"Amsterdam","Athletics","Athletics","JÄRVINEN, Akiles Eero Johannes","FIN","Men","Decathlon","Silver"
1928,"Amsterdam","Athletics","Athletics","CORSON, James Hunt","USA","Men","Discus Throw","Bronze"
1928,"Amsterdam","Athletics","Athletics","HOUSER, Lemuel Clarence","USA","Men","Discus Throw","Gold"
1928,"Amsterdam","Athletics","Athletics","KIVI, Antero Lauro","FIN","Men","Discus Throw","Silver"
1928,"Amsterdam","Athletics","Athletics","SVEDBERG, Ruth A.","SWE","Women","Discus Throw","Bronze"
1928,"Amsterdam","Athletics","Athletics","KONOPACKA, Halina","POL","Women","Discus Throw","Gold"
1928,"Amsterdam","Athletics","Athletics","COPELAND, Lillian","USA","Women","Discus Throw","Silver"
1928,"Amsterdam","Athletics","Athletics","BLACK, Edmund Franklin","USA","Men","Hammer Throw","Bronze"
1928,"Amsterdam","Athletics","Athletics","O'CALLAGHAN, Patrick","IRL","Men","Hammer Throw","Gold"
1928,"Amsterdam","Athletics","Athletics","SKIÖLD, Ossian E.","SWE","Men","Hammer Throw","Silver"
1928,"Amsterdam","Athletics","Athletics","MENARD, Claude Charles","FRA","Men","High Jump","Bronze"
1928,"Amsterdam","Athletics","Athletics","KING, Robert Wade","USA","Men","High Jump","Gold"
1928,"Amsterdam","Athletics","Athletics","HEDGES, Benjamen Van Doren","USA","Men","High Jump","Silver"
1928,"Amsterdam","Athletics","Athletics","WILEY, Mildred Olive","USA","Women","High Jump","Bronze"
1928,"Amsterdam","Athletics","Athletics","CATHERWOOD, Ethel","CAN","Women","High Jump","Gold"
1928,"Amsterdam","Athletics","Athletics","GISOLF, Carolina Anna","NED","Women","High Jump","Silver"
1928,"Amsterdam","Athletics","Athletics","SUNDE, Olav","NOR","Men","Javelin Throw","Bronze"
1928,"Amsterdam","Athletics","Athletics","LUNDQVIST, Erik H.","SWE","Men","Javelin Throw","Gold"
1928,"Amsterdam","Athletics","Athletics","SZEPES-STRAUCH, Bela","HUN","Men","Javelin Throw","Silver"
1928,"Amsterdam","Athletics","Athletics","BATES, Alfred Hilborn","USA","Men","Long Jump","Bronze"
1928,"Amsterdam","Athletics","Athletics","HAMM, Edward Barton","USA","Men","Long Jump","Gold"
1928,"Amsterdam","Athletics","Athletics","CATOR, Silvio M.","HAI","Men","Long Jump","Silver"
1928,"Amsterdam","Athletics","Athletics","MARTTELIN, Martti B.","FIN","Men","Marathon","Bronze"
1928,"Amsterdam","Athletics","Athletics","EL OUAFI, BoughÃ©ra Mohamed","FRA","Men","Marathon","Gold"
1928,"Amsterdam","Athletics","Athletics","PLAZA REYES, Manuel","CHI","Men","Marathon","Silver"
1928,"Amsterdam","Athletics","Athletics","MCGINNIS, Charles English","USA","Men","Pole Vault","Bronze"
1928,"Amsterdam","Athletics","Athletics","CARR, Sabin William","USA","Men","Pole Vault","Gold"
1928,"Amsterdam","Athletics","Athletics","DROEGEMUELLER, William Herbert","USA","Men","Pole Vault","Silver"
1928,"Amsterdam","Athletics","Athletics","HIRSCHFELD, Emil","GER","Men","Shot Put","Bronze"
1928,"Amsterdam","Athletics","Athletics","KUCK, John H.","USA","Men","Shot Put","Gold"
1928,"Amsterdam","Athletics","Athletics","BRIX, Herman Harold","USA","Men","Shot Put","Silver"
1928,"Amsterdam","Athletics","Athletics","TUULOS, Vilho Immanuel","FIN","Men","Triple Jump","Bronze"
1928,"Amsterdam","Athletics","Athletics","ODA, Mikio","JPN","Men","Triple Jump","Gold"
1928,"Amsterdam","Athletics","Athletics","CASEY, Levi B.","USA","Men","Triple Jump","Silver"
1932,"Los Angeles","Athletics","Athletics","VIRTANEN, Lauri","FIN","Men","10000M","Bronze"
1932,"Los Angeles","Athletics","Athletics","KUSOCINSKI, Janusz","POL","Men","10000M","Gold"
1932,"Los Angeles","Athletics","Athletics","ISO-HOLLO, Volmari","FIN","Men","10000M","Silver"
1932,"Los Angeles","Athletics","Athletics","JONATH, Arthur","GER","Men","100M","Bronze"
1932,"Los Angeles","Athletics","Athletics","TOLAN, Eddie","USA","Men","100M","Gold"
1932,"Los Angeles","Athletics","Athletics","METCALFE, Ralph","USA","Men","100M","Silver"
1932,"Los Angeles","Athletics","Athletics","VON BREMEN, Wilhelmina","USA","Women","100M","Bronze"
1932,"Los Angeles","Athletics","Athletics","WALASIEWICZ, Stanislawa","POL","Women","100M","Gold"
1932,"Los Angeles","Athletics","Athletics","STRIKE-SISSON, Hilda","CAN","Women","100M","Silver"
1932,"Los Angeles","Athletics","Athletics","FINLAY, Donald","GBR","Men","110M Hurdles","Bronze"
1932,"Los Angeles","Athletics","Athletics","SALING, George J. Jr.","USA","Men","110M Hurdles","Gold"
1932,"Los Angeles","Athletics","Athletics","BEARD, Percy","USA","Men","110M Hurdles","Silver"
1932,"Los Angeles","Athletics","Athletics","EDWARDS, Philip","CAN","Men","1500M","Bronze"
1932,"Los Angeles","Athletics","Athletics","BECCALI, Luigi","ITA","Men","1500M","Gold"
1932,"Los Angeles","Athletics","Athletics","CORNES, John","GBR","Men","1500M","Silver"
1932,"Los Angeles","Athletics","Athletics","METCALFE, Ralph","USA","Men","200M","Bronze"
1932,"Los Angeles","Athletics","Athletics","TOLAN, Eddie","USA","Men","200M","Gold"
1932,"Los Angeles","Athletics","Athletics","SIMPSON, George Sidney","USA","Men","200M","Silver"
1932,"Los Angeles","Athletics","Athletics","MCCLUSKEY, Joseph Paul","USA","Men","3000M Steeplechase","Bronze"
1932,"Los Angeles","Athletics","Athletics","ISO-HOLLO, Volmari","FIN","Men","3000M Steeplechase","Gold"
1932,"Los Angeles","Athletics","Athletics","EVENSON, Thomas","GBR","Men","3000M Steeplechase","Silver"
1932,"Los Angeles","Athletics","Athletics","WILSON, Alexander S.","CAN","Men","400M","Bronze"
1932,"Los Angeles","Athletics","Athletics","CARR, William Arthur","USA","Men","400M","Gold"
1932,"Los Angeles","Athletics","Athletics","EASTMAN, Benjamin Bangs","USA","Men","400M","Silver"
1932,"Los Angeles","Athletics","Athletics","TAYLOR, Frederick Morgan","USA","Men","400M Hurdles","Bronze"
1932,"Los Angeles","Athletics","Athletics","TISDALL, Robert Morton Newburgh","IRL","Men","400M Hurdles","Gold"
1932,"Los Angeles","Athletics","Athletics","HARDIN, Glenn Foster","USA","Men","400M Hurdles","Silver"
1932,"Los Angeles","Athletics","Athletics","CASTELLI, Giuseppe","ITA","Men","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","FACELLI, Luigi","ITA","Men","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","MAREGATTI, Ruggero","ITA","Men","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","TOETTI, Edgardo","ITA","Men","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","DYER, Hector Monroe","USA","Men","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","KIESEL, Robert Allan","USA","Men","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","TOPPINO, Martin Emmett","USA","Men","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","WYKOFF, Frank Clifford","USA","Men","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","BORCHMEYER, Erich","GER","Men","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","HENDRIX, Fritz","GER","Men","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","JONATH, Arthur","GER","Men","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","KÖRNIG, Helmuth","GER","Men","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","HALSTEAD, Nellie","GBR","Women","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","HISCOCK, Eileen May","GBR","Women","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","PORTER, Gwendoline Alice","GBR","Women","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","WEBB, Violet B.","GBR","Women","4X100M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","CAREW, Mary Louise","USA","Women","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","FURTSCH, Evelyn","USA","Women","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","ROGERS, Annette Joan","USA","Women","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","VON BREMEN, Wilhelmina","USA","Women","4X100M Relay","Gold"
1932,"Los Angeles","Athletics","Athletics","FRIZZELL, Mary","CAN","Women","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","FRIZZELL, Mildred","CAN","Women","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","PALMER-ALDERSON, Lillian","CAN","Women","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","STRIKE-SISSON, Hilda","CAN","Women","4X100M Relay","Silver"
1932,"Los Angeles","Athletics","Athletics","BALL, James A.","CAN","Men","4X400M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","EDWARDS, Philip","CAN","Men","4X400M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","LEWIS, Raymond Gray","CAN","Men","4X400M Relay","Bronze"
1932,"Los Angeles","Athletics","Athletics","WILSON, Alexander S.","CAN","Men","4X400M Relay","Bronze"
